Time [d] 	u [m/s]	v [m/s]	Tair [?C]	sol [W m-2]	vap [mbar]	Longwave [W m-2]
80302	0.1545	0.2036	22.48	216.56	21.25	383.04
80303	1.4295	-0.1792	21.67	239.72	21.01	375.14
80304	1.2212	-0.3053	21.83	209.97	20.79	376.48
80305	-0.2117	1.1042	21.2	199.75	20.32	376.5
80306	-1.2936	0.7308	21.37	143.88	20.03	379.67
80307	-1.4237	0.4378	22.16	197.97	20.93	380.15
80308	-0.0381	-0.4071	21.3	155.29	20.88	371.1
80309	-0.5402	-0.0952	20.8	198.22	20.7	376.47
80310	-0.5731	-0.4568	21.01	182.93	20.66	378.67
80311	-0.1863	0.0014	20.45	160.31	20.16	375.96
80312	0.4735	-0.3549	21.14	191.2	20.68	378.28
80313	-0.2476	-0.0375	21.5	174.75	21.33	374.74
80314	-0.3297	-0.4756	21.05	160.72	21.11	370.92
80315	-0.9643	-0.2352	22.02	197.8	21.25	378
80316	-0.7291	-0.5374	22.72	212.82	21.69	375.28
80317	-0.1776	0.0764	22.77	253.71	21.71	373.62
80318	1.1202	-0.3965	21.4	101.42	21.41	378.56
80319	-0.973	0.1799	21.49	194.26	20.95	372.83
80320	0.0148	0.4281	22.55	208.31	21.69	382.5
80321	0.656	0.4458	20	92.52	20.16	375.76
80322	-0.2932	-0.6986	22.21	216.87	21.22	380.06
80323	0.2525	0.0819	22.36	194.08	21.44	382.29
80324	1.3611	-0.6645	20.41	100.42	20.66	376.75
80325	0.8901	-0.4437	22.04	239.53	21.03	379.09
80326	1.942	0.435	20.76	117.37	21.07	377.5
80327	0.1732	0.598	22.13	218.46	21.44	372.56
80328	0.5844	-0.9401	20.75	126.83	21.1	377.02
80329	-1.0329	-0.7116	23.24	244.34	22.38	382.34
80330	-0.2856	-0.9733	23.55	233.93	22.82	378.11
80331	-0.0177	-0.4138	22.6	214.84	22.45	374.61
80332	0.1989	-0.7467	22.86	191.35	23.06	376.84
80333	0.4698	-0.3423	22.34	218.13	22.63	376.77
80334	-0.0375	-1.2431	22.82	265.39	22.51	366.78
80335	0.193	-0.5039	22.62	194.53	22.2	379.16
80336	-0.4325	0.2698	21.7	153	21.87	373.94
80337	-0.5568	-0.0197	20.47	122.86	20.81	377.19
80338	-0.8922	-0.3883	22.46	222.22	21.94	376.59
80339	-0.5804	-0.2609	21.98	113.75	21.96	377.87
80340	0.2152	-0.5875	22.15	209.33	21.79	375.67
80341	0.2986	-0.3891	23.19	232.57	22.09	383.98
80342	1.8705	0.2186	21.12	147.43	20.9	370.93
80343	0.3335	0.3041	21.8	183.14	21.72	374.58
80344	1.3422	-0.6451	21.66	174.2	21.66	375.12
80345	1.4405	0.1004	20.61	159.37	20.33	365.24
80346	1.3864	-0.7845	18.96	106.19	19.09	371.65
80347	1.1832	-0.9055	21.63	244.55	19.99	369.07
80348	1.313	-0.8596	21.04	148.49	19.51	375.98
80349	1.2452	-0.9971	20.74	186.64	18.36	366.2
80350	0.4604	-0.7258	19.91	159.21	18.59	360.58
80351	0.7353	-0.7027	21.74	217.6	19.98	373.69
80352	0.8856	0.092	22.92	179.22	20.75	374.22
80353	0.5219	-0.3156	20.17	84.15	20.22	372.16
80354	0.9763	-0.6781	22.33	230.25	21.22	374.17
80355	1.0413	-0.4751	21.48	186.03	21.27	371.37
80356	0.3673	-0.6886	22.8	226.53	22.2	373.36
80357	2.2362	-0.6718	22.23	183.42	21.92	377.37
80358	1.3743	-0.2862	22.79	233.15	22.46	373.5
80359	1.3046	-1.2311	22.56	165.46	21.61	381.03
80360	1.1551	-0.0825	21.71	172.36	21.09	376.62
80361	1.0142	-0.4057	22.27	187.61	21.47	375.38
80362	1.0185	0.1316	21.29	205.1	21.29	363.65
80363	0.8812	-0.6905	20.9	135.02	20.62	369.09
80364	1.0038	-0.5048	21.4	168.79	21	366.32
80365	2.2277	-1.1069	21.4	203.41	20.59	364.08
80366	2.5336	-0.9624	21.65	221.46	19.87	362.78
80367	1.9431	-0.3286	22.29	212.35	19.7	366.85
80368	1.9398	0.1147	21.81	185.34	20.06	372.35
80369	1.882	-0.19	20.65	159.25	19.58	368.12
80370	1.9221	-1.6964	20.57	195.18	19.1	354.28
80371	1.3799	-1.0803	19.16	76.1	17.2	362.92
80372	0.4635	-0.6914	23.19	271.44	19.88	364.44
80373	1.535	-0.1791	20.09	100.14	19.33	368.31
80374	1.1815	-0.652	22.46	257.77	19.51	366.96
80375	0.5956	0.7053	19.1	28.55	17.72	366.61
80376	-0.3819	-0.5038	21.69	185.52	19.3	374.44
80377	1.2797	-0.4485	22.05	227.83	20.33	370.12
80378	2.3948	-0.9416	21.14	212.66	18.89	371.31
80379	2.2068	-0.6568	18.82	155.42	17.33	359.01
80380	0.4672	0.3466	19.96	197.51	17.24	355.27
80381	0.8852	-0.5955	20.06	167.69	18.74	363.71
80382	1.2272	-0.7571	20.84	162.19	19.5	371.74
80383	1.3045	-1.1917	21.44	163.75	19.89	377.29
80384	0.8969	-0.8422	22	166.97	19.78	371.13
80385	-0.4654	-0.9864	22.63	205.6	20.03	370.09
80386	1.0214	0.2738	21.57	175.07	20.39	372.74
80387	0.835	0.0678	20.88	141.89	19.58	373.51
80388	0.5782	-0.8373	21.69	177.9	20.1	369.62
80389	2.0428	-0.3784	21.01	141.47	18.71	366.28
80390	1.066	-1.5828	22.7	241.88	19.45	362.54
80391	1.294	-1.3554	22.07	264.28	17.92	344.49
80392	0.6761	-0.97	21.79	270.23	17.94	340.5
80393	0.1757	-0.4202	22.53	291.73	18.8	340.53
80394	0.5984	0.9159	19.67	73.7	18.38	354.41
80395	-0.0952	-0.1717	22.25	223.2	19.83	361.27
80396	0.688	-0.8172	24.18	214.04	22.07	370.17
80397	1.4217	0.5111	21.56	105.4	21.39	377.77
80398	0.3843	0.6788	22.18	137.37	21.6	375.56
80399	0.6029	0.6507	20.65	99.25	20.81	377.1
80400	0.4326	-0.9091	20.36	49.19	20.16	383.29
80401	0.4734	-0.4166	22.99	176.41	22.56	378
80402	0.9847	1.3127	20.9	104.67	21.16	377.9
80403	-0.9032	0.0096	22.38	194.24	22.13	378.17
80404	-0.5639	-0.6417	22.57	206.76	22.43	377.95
80405	-0.8145	0.8063	21.34	216.35	20.94	365.57
80406	-0.642	0.6039	21.31	203.71	20.76	372.07
80407	-0.8028	0.3689	21.32	210.98	20.89	367.5
80408	-1.277	0.1347	22.76	240.51	21.51	371.08
80409	-1.408	-0.6429	23.19	275.84	21.42	362.53
80410	-1.4012	-1.04	23.31	279.35	21.38	359.97
80411	-0.0572	-0.9261	23.98	289.5	21.65	362.61
80412	2.6332	0.0379	22.63	250.46	21.05	375.07
80413	1.9303	-0.0056	22.28	228.43	20.76	377.74
80414	2.2485	-0.1541	19.44	114.74	19.21	374.04
80415	1.1737	-0.3156	21.78	242.34	20.2	374.62
80416	-0.1273	0.1917	20.45	153.59	20.26	372.82
80417	-1.5382	-0.7104	21.09	215.73	20.4	366.06
80418	-0.7246	1.0051	21.3	172.19	20.88	379.64
80419	0.057	-0.552	20.74	137.43	20.17	375.87
80420	0.7712	0.3363	20.51	175.43	20.22	372.03
80421	-0.4434	-0.2409	21.83	208.73	20.96	370.81
80422	-1.0691	0.1452	21.24	158.15	20.85	378.17
80423	-2.0514	0.3737	21.95	245.71	20.95	367.36
80424	-2.2492	-0.6512	22.83	215.79	21.2	369.78
80425	-0.488	0.74	20.9	194.71	20.43	372.83
80426	-0.6928	-0.1752	20.91	182.76	20.66	374.43
80427	-0.1923	0.392	19.99	181.46	19.64	374.74
80428	-1.3416	-0.0839	21.86	254.14	20.44	368.85
80429	-2.5408	-1.2288	23.3	289.33	21.36	368.11
80430	-0.5358	-0.406	23.68	269.83	22.1	363.56
80431	0.9981	0.6521	22.23	197.35	21.41	377.65
80432	0.3436	0.382	22.18	222.16	20.94	370.74
80433	-1.0553	0.3902	22.66	208.07	21.57	377.25
80434	1.0492	-0.4108	21.9	195.46	21.21	378.82
80435	0.8185	0.9126	19.77	133.69	19.67	372.59
80436	-1.3827	0.4715	21.28	238.04	20.63	368.39
80437	-1.7318	0.3685	21.77	238.08	20.97	369.46
80438	-1.8893	0.3376	22.88	271.58	21.56	372.63
80439	-0.5416	0.1346	23.23	246.84	21.95	371.66
80440	-1.0561	-0.3177	23.69	291.88	21.93	357.75
80441	-1.0095	-0.3253	22.71	248.26	21.57	363.26
80442	1.0959	-0.547	21.77	211.8	21.29	372.16
80443	0.9739	0.9253	22.31	235.38	21.3	375.24
80444	0.9161	-1.3339	21.14	162.06	20.85	375.33
80445	-0.3121	-1.4221	22.79	268.93	21.59	373.31
80446	-0.6153	0.3276	20.19	106.06	20.26	377.03
80447	1.6967	1.1294	19.88	179.96	19.24	369.95
80448	0.3847	1.693	20.22	179.97	19.29	368.28
80449	-0.801	1.99	20.74	246.07	19.65	364.74
80450	0.6803	-0.5665	20.25	156.43	19.88	370.31
80451	-0.1784	0.3667	20.02	157.73	19.59	373.22
80452	-0.3082	1.0068	19.75	150.79	19.42	371.23
80453	0.0725	0.3715	20.75	180.02	20.28	378.6
80454	-0.188	0.409	19.85	153.54	19.75	373.9
80455	-1.0825	0.1146	22.19	256.53	21.19	376.3
80456	0.1642	-0.2804	21.25	176.58	21.19	374.23
80457	-0.3977	0.7728	20.91	168.37	20.71	375.65
80458	0.9245	-0.0266	20.42	106.79	20.2	372.03
80459	-0.0559	0.9679	21.06	220.52	20.68	371.2
80460	0.3097	-0.1252	20.49	163.23	20.44	370.11
80461	0.6888	0.8741	21.05	210.47	20.52	368.16
80462	-0.3224	-0.1926	21.62	195.66	21.23	375.5
80463	-0.3594	0.1139	21.01	167.9	20.79	374.04
80464	0.6927	-0.0066	20.11	146.87	20.05	369.85
80465	-0.4125	0.5144	21.31	217.4	20.3	368.79
80466	-1.025	0.2088	21.46	200.44	20.7	373.85
80467	-0.927	-0.034	21.91	216.29	21.06	376.89
80468	0.4345	0.3952	21.35	201.96	20.86	372.52
80469	-0.1088	0.6949	20.11	185.09	19.7	364.23
80470	-0.7899	0.7042	21.13	202.75	20.41	374.78
80471	-1.062	0.8197	21.34	190.22	20.76	376
80472	-1.582	0.6384	21.48	229.75	20.37	359.74
80473	-2.7236	0.8011	21.89	238.58	20.18	371.62
80474	-2.3378	1.368	21.67	216.05	20.08	370.36
80475	-2.4743	1.2702	21.31	194.98	19.44	365.48
80476	-2.2241	1.3382	22.53	252.23	20.45	368.69
80477	-2.5487	1.303	22.59	239.62	20.01	364.64
80478	-2.5413	2.1185	21.95	215.46	19.9	377.94
80479	-1.8926	0.6679	22.95	258.85	20.58	367.98
80480	0.6461	-0.479	21	154.93	20.24	379.27
80481	0.2097	0.5895	20.65	171.59	20.07	375.9
80482	-1.7849	0.5136	21.71	200.97	20.54	381.43
80483	-2.113	0.9883	21.31	187.05	19.67	375.31
80484	-2.1114	1.5704	22.33	221.3	19.92	371.03
80485	-2.2483	1.3773	21.92	262.38	19.21	356.27
80486	-1.592	0.9983	22.16	219.96	19.84	373.09
80487	-1.5669	0.9422	22.61	237.63	20.45	371.15
80488	-1.0652	1.1728	22.71	207.99	20.84	377.92
80489	-0.2694	0.3768	21.6	192.18	20	373.2
80490	-0.0695	0.2968	22.54	216.94	20.94	377.62
80491	-0.6434	-0.5796	20.7	150.41	19.92	377.35
80492	-0.1644	-0.1538	20.51	166.1	19.86	374.59
80493	-0.15	0.2449	20.61	167.11	19.71	374.57
80494	-0.5835	0.979	21.04	196.69	19.94	375.48
80495	-1.5821	0.7163	21.39	183.29	20.03	379.61
80496	-1.106	0.3707	21.37	187.47	20.28	379.42
80497	-0.4367	1.0484	21.64	204.16	20.73	379.72
80498	0.294	0.3097	19.1	139.35	18.98	376.04
80499	-0.4559	1.3259	19.92	158.68	19.05	383.24
80500	-0.6002	0.7003	20.6	162.11	18.94	380.15
80501	-0.273	0.0116	20.56	122.91	19.31	383.17
80502	-0.0188	0.8198	19.98	140.89	19.1	381.73
80503	-1.2977	1.2555	19.97	125.2	18.29	379.44
80504	-0.4645	0.7376	20.91	179.46	18.35	380
80505	-1.1313	1.1166	20.64	191.33	18.67	382.01
80506	-0.1406	0.065	19.75	122.01	18.48	383.08
80507	0.7652	1.3118	19.38	113.44	18.42	388.24
80508	0.6209	1.3659	21.76	223.26	19.02	374.73
80509	-0.4447	0.8197	19.3	89.58	18.57	382.38
80510	0.2461	0.4783	21.7	196.9	20.12	383.94
80511	-0.4442	0.355	20.15	106.8	19.54	386.55
80512	-0.8579	0.9624	19.97	92.34	19	389.18
80513	-1.3573	1.2409	20.21	99.99	18.88	381.33
80514	-1.221	1.2333	21.07	210.71	18.69	369.7
80515	-1.3554	1.0456	21.68	171.68	19.25	383.99
80516	-1.4918	1.5628	19.58	84.95	17.71	384.65
80517	-1.5585	2.4004	19.4	160.23	16.62	371.57
80518	-1.8238	2.1536	21	221.08	17.11	369.54
80519	-1.2001	1.3911	20.79	227.93	17.33	356.45
80520	-1.1052	0.9628	21.49	224.6	18.2	359.82
80521	-0.9564	0.7227	21.19	163.12	18.63	383.29
80522	-0.2194	0.7691	21.69	167.18	19.8	385.13
80523	-0.435	1.1739	21.35	167.43	18.53	375.09
80524	-0.6088	2.161	20.62	235.62	16.51	345.83
80525	-1.0025	1.4143	20.68	221.04	17.65	367.81
80526	-0.3193	0.4754	21.06	140.62	19.32	389.98
80527	0.577	-0.3328	19.96	142.78	19.15	379.79
80528	1.2928	0.1052	19	105.05	18.71	384.12
80529	0.744	0.6663	19.24	88.17	18.8	388.11
80530	-0.5259	1.1879	20.34	147.79	18.72	383.23
80531	-0.5884	0.9071	20.87	204.44	18.22	367.29
80532	-0.944	1.3105	21.24	216.85	17.86	373.6
80533	0.0573	1.0706	21.07	183.71	18.12	376.23
80534	0.5983	0.7512	21.1	219.5	18.21	351.79
80535	0.2033	0.6216	20.74	208.27	18.03	356.29
80536	0.5556	0.6191	21.48	199.71	18.79	368.3
80537	-0.546	1.2447	21.73	212.21	18.43	366.31
80538	-0.7011	1.413	21.33	223.36	17.8	360.38
80539	-1.6042	1.6463	20.58	172.67	16.86	366.28
80540	-1.8634	2.0576	20.15	221.19	16.11	348.89
80541	-2.0034	1.6706	20.06	233.21	15.44	341.26
80542	-1.9916	1.3165	19.65	227.63	15.57	341.99
80543	-1.8671	1.3092	20.25	226.8	16.04	353.7
80544	-1.3179	1.4619	20.48	189.18	16.64	370.15
80545	-1.2685	1.3172	20.74	217.05	16.9	356.35
80546	-1.1721	1.1881	20.3	184.63	16.76	367.31
80547	-0.9869	1.6664	19.36	137	16.12	364.92
80548	-1.949	1.8374	20.31	220.94	16.09	358.21
80549	-2.6345	1.3757	19.51	162	15.39	364.64
80550	-1.5378	1.4047	20.87	225.42	16.45	367.33
80551	0.089	1.0892	21.24	180.96	17.97	381.34
80552	0.4438	1.0452	21.73	184.52	18.74	383.2
80553	0.6821	0.5394	19.48	143.22	17.64	369.04
80554	1.1105	0.3327	20.05	171.13	17.6	375
80555	0.8401	-0.2773	20.11	127.6	18.37	386.36
80556	0.398	0.0484	19.59	160.88	18.19	373.11
80557	0.4774	0.993	20.62	190.91	17.99	383.2
80558	-0.2089	1.1158	20.28	124.99	17.26	370.83
80559	-0.3507	1.3877	20.02	209.43	15.97	348.88
80560	-1.544	1.6597	20.32	235.75	16.2	360.67
80561	-0.4363	0.6178	21.14	193.68	17.39	372.29
80562	-0.2362	1.5952	20.04	119.47	17.01	376.75
80563	-0.9092	2.7378	18.93	169.75	15.36	365.18
80564	-0.5815	2.104	19.04	157.64	15.54	365.05
80565	-1.0549	1.2179	19.89	182.02	16.21	366
80566	-0.9231	0.381	18.94	92.13	16.24	370.63
80567	-0.411	0.9288	18.47	118.93	15.72	361.88
80568	-0.2544	1.2621	20.43	233.07	16.88	361.62
80569	-0.4809	1.287	21.6	231.13	17.24	363.78
80570	-0.4342	1.0221	19.13	97.63	15.61	360.29
80571	-0.3122	1.2948	20.24	170.03	16.05	362.27
80572	0.0105	1.1216	20.33	172.79	16.58	367.27
80573	-0.6028	0.6058	21.65	244.72	16.99	358.39
80574	-0.3524	0.6417	19.17	125.64	16.73	362.15
80575	-0.9308	0.5802	19.54	141.63	16.48	363.31
80576	0.685	0.4817	18.38	102.98	16.37	365.29
80577	-0.0917	1.057	21.37	236.37	17.42	364.52
80578	-0.3087	0.3294	20.08	118.55	17.19	363.37
80579	0.2865	0.4823	20.94	225.15	17.29	365.37
80580	0.7771	0.1402	21.15	173.17	18.57	376.99
80581	0.6276	0.669	22.05	218.57	18.05	359.09
80582	-0.0161	0.9795	22.3	258.82	17.28	347.62
80583	0.4193	0.4807	22.59	230.89	17.74	366.69
80584	0.0177	0.0072	23.53	243.11	19.28	375.61
80585	-0.1795	0.7395	24	267.96	19.04	357.59
80586	-0.9237	1.0032	24.12	284.69	17.92	342.34
80587	-1.7773	2.2492	22.34	282.04	15.6	334.66
80588	-1.246	1.0892	21.54	303.15	15.11	325.72
80589	-0.9686	1.1473	22.09	289.05	16.08	335.48
80590	-0.0911	0.3428	22.68	247.07	17.33	361.12
80591	0.1506	0.7716	22.92	220.81	18.61	364.78
80592	0.3623	0.6349	19.48	154.87	16.65	355.45
80593	0.1378	0.7594	22.29	246.41	17.89	363.88
80594	0.0951	0.697	19.63	145.5	18.09	372.7
80595	-0.517	1.1243	20.25	99.4	17.27	375.64
80596	-1.2286	-0.0377	18.4	101.02	16.36	359.31
80597	-0.1606	0.9945	22.14	261.15	17.14	351.38
80598	0.7336	0.3864	21.56	208.78	17	361.08
80599	0.2553	0.682	22.69	272.49	17.36	349.7
80600	0.3071	0.2417	22.6	279.91	17.14	345.56
80601	0.2366	-0.1364	22.5	249.27	17.89	362.13
80602	0.4555	0.5966	22.71	239.14	17.81	361.54
80603	0.3279	0.4033	21.96	200.19	18.23	378.17
80604	-0.0502	-0.0857	22.23	204.32	18.91	377.33
80605	1.135	0.1239	20.43	158.66	19.03	372.86
80606	-0.8154	-0.4009	20.72	200.07	18.11	370.14
80607	0.2966	0.7205	21.72	178.31	19.12	379.82
80608	0.189	0.579	21.96	202.99	19.05	378.04
80609	0.6102	-0.3791	22.05	156.05	19.41	379.7
80610	1.4042	-0.4853	21.71	213.78	18.67	374.35
80611	0.9681	0.4715	20.94	195.98	18.73	375.59
80612	-0.3196	-0.5276	21.44	223.26	19.27	371.98
80613	-1.0653	0.3933	20.48	185.42	18.65	370.46
80614	-0.0273	-0.0303	20.84	204.29	18.59	370.72
80615	0.15	-0.6111	21.71	215.94	19.47	374.87
80616	0.8978	-0.991	19.41	138.17	17.34	376.77
80617	-0.3423	0.235	21.61	240.47	18.89	378.39
80618	0.7718	-1.2297	20.8	202.65	18.74	374.56
80619	0.6695	0.1385	17.93	76.95	17.01	375.05
80620	0.8829	-0.8337	20.7	213.59	19.47	374.8
80621	0.5762	-0.1839	20.61	206.55	18.69	372.34
80622	0.5163	-0.9794	20.74	228.95	19.84	372.75
80623	-0.6538	-0.2291	22.34	270.52	19.2	364.17
80624	-0.1304	-0.2932	21.73	223.77	18.88	365.66
80625	-0.7014	0.0451	23.15	270	19.39	363.8
80626	0.7973	0.7568	23.74	265.52	19.23	367.48
80627	1.5891	-0.3956	21.49	208.69	19.48	375.59
80628	0.7294	0.196	19.71	117	18.49	374.86
80629	-0.2219	-0.0308	20.67	190.57	18.58	370.41
80630	0.9552	-0.7365	20.19	165.02	19.04	370.29
80631	0.0977	0.0336	18.54	92.06	17.13	366.61
80632	0.401	-0.3575	20.63	167.38	19.2	373.55
80633	0.0287	0.424	19.13	157.71	18.53	365.75
80634	-0.9523	-0.2597	18.36	105.62	17.62	369.59
80635	-2.9737	-0.1294	22.29	269.03	17.58	362.1
80636	-1.9203	0.0494	23.02	302.26	17.24	346.63
80637	-0.4171	-0.0575	22.11	230.85	17.23	356.65
80638	1.0755	-0.3553	21.98	242.85	18.56	363.55
80639	1.0868	0.3245	21.96	200.71	19.61	377.39
80640	0.0608	-0.1299	19.89	180.08	19.08	368.21
80641	0.3449	-0.0677	20.09	152.12	19.44	378.81
80642	0.7372	0.2953	21.15	216.67	20.13	377.6
80643	0.7653	-0.1906	20.82	152.8	20.54	369.42
80644	0.5919	0.587	21.31	195.87	20.61	379.94
80645	1.4194	0.5426	21.98	242.37	20.34	375.21
80646	1.1046	-0.3311	21.01	158.98	19.84	378.45
80647	0.3025	0.3292	21.24	185.99	20.79	379.43
80648	0.3065	-1.0045	21.17	167.27	21.04	371.17
80649	-0.3325	0.7348	20.81	174.06	19.8	368.68
80650	0.3279	-0.2041	22.76	175.49	21.89	384.12
80651	1.9473	-0.471	19.27	92.21	19.38	377.58
80652	0.4336	0.5931	20.14	121.47	18.84	373.98
80653	0.0907	-0.3139	22.31	226.6	20.6	377.04
80654	0.294	-0.8052	22.78	218.33	19.91	370.64
80655	1.4069	-0.9423	22.67	205.8	20.16	370.16
80656	0.9025	-0.1798	23.01	262.28	20.95	370.52
80657	2.3556	0.1481	21.55	180.15	20.55	378.59
80658	2.4014	0.8107	21.38	193.68	19.63	371.23
80659	1.1796	-0.5454	21.04	175.25	20.16	375.03
80660	0.1815	-0.9896	20.13	95.06	20.39	377.8
80661	-1.2058	-0.1385	21.24	164.03	21.07	377.68
80662	0.317	0.5555	21.63	191.26	20.95	377.54
80663	1.1908	1.0422	20.42	175.26	19.95	370.2
80664	0.322	0.1796	20.88	175.85	20.66	378.94
80665	0.7317	-0.274	20.93	172.44	20.41	379.37
80666	0.2811	-0.3551	21.66	202.83	20.74	374.4
80667	0.6526	-1.1112	20.58	138	20.56	370.95
80668	-0.0284	-0.1597	22.24	240.27	21	380.95
80669	0.3991	-0.3931	21.08	131.98	21.02	376.49
80670	-0.9663	-1.0886	21.5	249.37	20.47	363.76
80671	0.6252	-0.2622	21.45	167.12	20.65	378.25
80672	0.2841	0.9806	20.07	154.25	20.07	370.8
80673	-1.2589	0.1047	21.52	237.97	20.96	376.25
80674	-0.1217	-0.3751	21.18	209.9	20.85	374.46
80675	0.6271	-0.7703	21.62	186.87	21.2	373.99
80676	-0.6894	-0.4838	21.38	202.5	20.19	369.28
80677	0.5713	-1.3303	20.26	155.22	20.14	370.43
80678	0.0012	-0.0752	19.56	128.91	19.58	374.76
80679	-1.1336	-0.2479	20.38	117.97	19.74	378.92
80680	0.2909	-0.0737	20.34	97.57	20.4	378.57
80681	0.2603	1.0716	20.25	191.5	20	375.46
80682	0.4643	-0.5997	22.05	231.69	20.94	378.91
80683	0.6809	0.6507	20.2	180.72	19.81	368.15
80684	-0.4272	-0.1007	20.74	156.3	20.35	373.23
80685	-0.1592	-0.1366	20.84	198.13	20.56	374.4
80686	0.3887	-0.1936	21.21	152.9	21	379.83
80687	-0.1805	-0.7508	21.38	187.86	21.24	378.11
80688	-1.0139	-0.4233	22.52	283.26	21.23	368.72
80689	1.697	0.3541	20.21	122.37	20.18	376.58
80690	-0.0115	-0.2063	21.3	194.24	20.92	375.72
80691	-0.4124	-1.0493	21.72	204.24	21.16	373.22
80692	-0.9279	-0.5898	22.65	254.42	21.42	376.07
80693	0.7306	-0.3343	21.82	169.75	21.64	379.08
80694	0.505	-0.2379	21.83	196.07	21.4	378
80695	1.5182	0.8912	20.94	141.47	20.93	374.94
80696	0.6924	0.342	21.05	180.89	20.67	374.22
80697	1.137	-1.0541	21.19	181.8	20.55	377.28
80698	1.1385	-1.0739	21.33	203.38	20.35	374.68
80699	0.5245	-0.538	20.17	141.85	20.11	370.98
80700	-0.9194	-0.1357	20.83	187	19.95	370.83
80701	-1.2249	-0.3	22.47	266.47	20.85	366.23
80702	-0.5417	-0.6111	22.42	274.67	20.9	371.6
80703	0.0732	-0.8524	22.3	205.57	20.84	370.67
80704	-0.3146	-1.1858	21.6	199.19	20.31	364.04
80705	-0.8341	-0.3861	21.06	166.44	20.29	376.08
80706	-0.5017	-1.1588	23.99	288.85	21.67	377.12
80707	2.1323	-0.0667	21.72	218.8	20.86	373.89
80708	2.0531	-0.3519	20.89	162.28	19.75	374.89
80709	1.4237	0.1016	20.52	160.2	19.75	370.35
80710	0.3032	-0.9398	21.14	209.92	20.3	373.86
80711	0.4914	0.2605	20.74	168.38	20.26	367.3
80712	-0.1002	-0.6634	21.1	217.7	20.26	368.14
80713	0.5749	-0.7224	21.23	151.49	20.8	377.55
80714	0.1411	-1.2622	21.9	222.77	21.36	372.56
80715	0.0926	-0.6332	21.18	167.11	20.81	372.26
80716	-0.1613	-0.7629	22.25	261.78	20.99	375.67
80717	0.586	-1.1249	22.84	256.53	20.6	360.54
80718	1.1476	-0.4291	22.96	271.58	21.16	364.39
80719	1.4558	0.5709	21.66	156.97	21.28	376.09
80720	1.0525	-0.7944	23.11	267.39	21.72	373.04
80721	0.6518	-1.2191	22.69	215.58	21.22	373.43
80722	0.3781	-0.4515	23.33	254.32	21.6	370.35
80723	0.7853	1.0893	21.13	161.45	20.82	365.65
80724	0.0936	-0.4448	22.08	195.51	21.04	375.42
80725	0.5785	0.2298	22.07	161.16	21.37	376.72
80726	0.507	-0.7031	23.62	293.63	22.16	370.76
80727	0.5715	0.0354	22.71	224.07	21.76	373.72
80728	-0.4029	-0.7148	21.93	208.57	21.59	365.52
80729	-1.6238	-1.4056	22.51	258.68	21.73	368.51
80730	-0.8096	-0.3476	23.27	238.14	22.17	378.64
80731	1.0846	-0.4538	21.47	160.18	21.83	375.3
80732	-0.1991	-0.8984	22.84	256.61	22.12	378.64
80733	0.8132	-0.4575	22.22	193.67	21.82	382.41
80734	1.3577	-0.5275	20.5	189.56	20.65	368.22
80735	1.5038	-0.5045	21.36	217.66	20.62	370.81
80736	1.4527	-0.8549	21.44	210.58	20.58	373.52
80737	0.7986	-0.0328	21.11	198.71	20.7	366.14
80738	0.5752	-0.5888	21.04	187.48	20.54	368.04
80739	1.7896	-0.5768	20.35	182.37	20.15	364.85
80740	2.0341	-1.1433	20.58	196.12	19.76	365.55
80741	1.3281	0.252	19.96	140.63	19.47	374.35
80742	1.8774	-0.3684	20.17	185.15	19.52	371.91
80743	1.2761	-0.62	20.11	154.15	19.16	369.83
80744	0.6278	0.1981	19.33	152.75	19.29	366.01
80745	0.1299	-0.1833	21.16	206.53	20.16	375.05
80746	0.4283	-1.2179	21.14	228.45	20.74	369.21
80747	-0.3533	-0.1643	21.62	218.73	20.95	372.35
80748	-0.8119	1.2224	20.73	194.31	20.48	368.62
80749	-0.4119	-0.5565	20.71	224.38	20.24	369.67
80750	-0.6405	-0.8286	19.99	225.07	19.59	364.65
80751	-1.8646	0.0794	19.66	156.61	19.21	366.45
80752	-0.873	0.2102	20.73	228.73	20.37	368.61
80753	-0.6462	0.0659	19.2	132.04	19.14	371.56
80754	-0.9423	1.0846	20.01	169.19	19.35	369.41
80755	-1.0425	-0.2447	20.76	219.99	20.41	376.23
80756	-0.7283	0.0317	21.12	192.74	20.75	374.3
80757	-0.6555	0.319	20.59	206.53	20.34	372.98
80758	-0.5352	-1.0058	21.66	216.17	20.92	373.75
80759	-0.0609	-0.5654	21.64	174.51	21.15	370.91
80760	-0.5848	-0.2562	22.26	221.17	21.62	375.94
80761	-0.049	0.0005	21.58	198.94	21.57	377.38
80762	-1.4589	-0.5291	21.88	208.01	21.16	370.85
80763	-1.8457	-0.5198	23.15	273.04	21.41	361.25
80764	-1.8537	-0.0018	23.27	266.45	21.88	358.49
80765	0.4997	-0.3508	22	201.44	21.72	374.97
80766	0.1724	0.8762	23.09	231.33	22.35	379.26
80767	-0.9932	1.2314	21.85	194.81	21.61	371.7
80768	-1.8328	0.8773	21.89	242.28	21.51	372.23
80769	-0.5521	0.0091	22.35	218.13	21.67	378.46
80770	-0.9336	-0.6729	23.37	229.46	22.03	375.42
80771	-1.4032	-0.2043	24.08	303.29	21.42	351.04
